,candle_begin_time,open,high,low,close,volume,volume_value,pos,start_time,equity_change,equity_curve
182,2005-10-10,870.05,870.05,857.97,858.75,6119495,2951252757,-1.0,2005-09-26,0.012450063502686737,1.2809206394674124
183,2005-10-11,857.64,878.69,854.27,878.62,7635268,3795362544,-1.0,2005-09-26,-0.022708243913655446,1.2518331811523509
184,2005-10-12,879.05,891.86,874.98,887.71,9459205,4850252978,-1.0,2005-09-26,-0.010629805822523597,1.2385264375145093
185,2005-10-13,888.3,890.86,881.23,883.45,8287049,4252389601,-1.0,2005-09-26,0.005035147814507646,1.2447626011995705
186,2005-10-14,882.87,883.84,873.46,876.05,7954050,3964014247,-1.0,2005-09-26,0.008702681610150753,1.2555953737980334
187,2005-10-17,874.85,878.88,868.46,878.76,7687888,3784372720,-1.0,2005-09-26,-0.003159566429541516,1.2516282368058935
188,2005-10-18,878.78,893.98,878.45,893.7,9716211,4925305812,-1.0,2005-09-26,-0.01830191839120221,1.2287210389597478
189,2005-10-19,893.47,900.68,884.99,886.31,9843633,4721479562,0.0,,0.0,1.2287210389597478
190,2005-10-20,885.34,886.83,872.48,886.55,9521936,4825303991,0.0,,0.0,1.2287210389597478
191,2005-10-21,886.43,898.25,885.28,895.03,10024927,5016318205,0.0,,0.0,1.2287210389597478
192,2005-10-24,895.43,899.44,891.96,897.76,8789354,4214112192,1.0,2005-10-24,0.0015515210624976739,1.2306274255316278
193,2005-10-25,896.69,896.69,877.54,877.58,8676966,4083950279,1.0,2005-10-24,-0.022494052004534137,1.2029456282235134
194,2005-10-26,875.54,876.41,853.6,854.03,9382014,4389740208,1.0,2005-10-24,-0.03123748773187085,1.1653686289197738
195,2005-10-27,851.08,856.97,841.86,847.59,8103937,3752921927,-1.0,2005-10-27,0.003050260769239088,1.1689233071302696
196,2005-10-28,846.7,850.91,814.12,825.06,8668967,3980409645,-1.0,2005-10-27,0.02638775446775865,1.1997685683504635
197,2005-10-31,823.23,831.18,819.35,828.66,6492575,2962992897,-1.0,2005-10-27,-0.004108017466813774,1.1948398981155457
198,2005-11-01,827.89,827.89,808.4,823.33,6944240,3125533566,-1.0,2005-10-27,0.006107236717921349,1.2021370682133543
199,2005-11-02,823.21,843.15,823.21,840.32,9095993,4040775904,-1.0,2005-10-27,-0.019349362043424856,1.1788764828546727
200,2005-11-03,839.86,842.52,826.12,828.91,7559624,3426888486,-1.0,2005-10-27,0.013250876340099804,1.1944976293492318
201,2005-11-04,828.04,835.22,820.9,835.12,6449610,3104914686,-1.0,2005-10-27,-0.0071175998564896314,1.1859956731939985
202,2005-11-07,835.06,842.06,829.74,842.0,6132963,2821363619,-1.0,2005-10-27,-0.00794204958909106,1.1765764367450442
203,2005-11-08,841.93,849.11,835.81,848.97,7297838,3303265390,-1.0,2005-10-27,-0.008110355525413948,1.1670339835402173
204,2005-11-09,848.74,852.03,844.76,845.11,7612747,3571895901,-1.0,2005-10-27,0.0045282569543116935,1.1723186132921013
205,2005-11-10,843.62,843.62,820.64,821.27,8439580,3914752386,-1.0,2005-10-27,0.027841193670057107,1.2049573628477794
206,2005-11-11,818.72,828.39,814.72,823.96,6380094,2808468946,-1.0,2005-10-27,-0.0030563836025134794,1.2012745509222436
207,2005-11-14,821.78,827.58,819.19,827.57,4468436,1921799553,-1.0,2005-10-27,-0.004114264288522573,1.1963321899366732
208,2005-11-15,827.52,832.99,816.79,820.49,5871616,2615555590,-1.0,2005-10-27,0.00810230765630271,1.2060252413986785
209,2005-11-16,820.07,826.69,808.21,826.69,5542224,2344493570,-1.0,2005-10-27,-0.007038215381575785,1.1975369759940977
210,2005-11-17,827.22,830.37,822.99,825.8,5533816,2365641062,-1.0,2005-10-27,0.0010174857499207768,1.1987554528021749
211,2005-11-18,824.8,845.7,824.36,843.74,9690757,4229046189,-1.0,2005-10-27,-0.022518288613185167,1.1717615315393461
212,2005-11-21,844.63,849.3,842.44,846.96,6608677,2877318510,1.0,2005-11-21,0.001708048743396695,1.1737629573508526
213,2005-11-22,847.18,847.45,831.36,831.77,6275091,2812886141,1.0,2005-11-21,-0.01906274680526754,1.1513878112854712
214,2005-11-23,831.7,838.56,828.07,838.12,4940422,2233518032,0.0,,0.0,1.1513878112854712
215,2005-11-24,837.68,843.96,836.86,841.699,5531201,2482279680,0.0,,0.0,1.1513878112854712
216,2005-11-25,841.71,841.78,836.44,841.13,4849548,2156572262,1.0,2005-11-25,-0.0017390390515739096,1.1493855029181395
217,2005-11-28,841.21,841.88,835.05,838.34,4591305,2153318286,1.0,2005-11-25,-0.003320294121139322,1.1455692049898776
218,2005-11-29,839.25,839.25,826.44,827.01,4499555,2057572878,1.0,2005-11-25,-0.015364372193574671,1.1279682533509157
219,2005-11-30,826.34,829.7,821.67,829.5,4805175,2293872243,-1.0,2005-11-30,-0.004873414976429902,1.1224711959720979
220,2005-12-01,829.33,832.12,824.28,828.19,3927209,1862984123,-1.0,2005-11-30,0.0015928626808441315,1.1242591384504843
221,2005-12-02,827.15,827.91,816.42,817.86,4399086,1933484767,-1.0,2005-11-30,0.012540537236406912,1.1383579520395934
222,2005-12-05,819.79,819.79,796.34,796.93,4895370,2126599956,-1.0,2005-11-30,0.025094158085693596,1.1669240864461814
223,2005-12-06,795.11,800.58,792.11,798.88,3727782,1632508124,-1.0,2005-11-30,-0.0022807319899332823,1.1642626453523999
224,2005-12-07,800.18,806.89,798.29,806.78,3755355,1696603323,-1.0,2005-11-30,-0.009261010457410901,1.1534803968186185
225,2005-12-08,807.41,808.9,801.19,805.56,3896999,1749825135,-1.0,2005-11-30,0.0014435500942964197,1.155145503554215
226,2005-12-09,805.52,819.52,803.81,819.2,5563456,2517195976,-1.0,2005-11-30,-0.016116098953183666,1.1365290643136101
227,2005-12-12,820.11,825.61,817.93,824.52,5468311,2505643034,-1.0,2005-11-30,-0.006388712324621126,1.1292681070731396
228,2005-12-13,824.63,824.96,815.35,824.86,4917438,2266932497,-1.0,2005-11-30,-0.00041092645450802046,1.128804060933711
229,2005-12-14,824.86,833.47,819.53,832.51,5933929,2648663890,-1.0,2005-11-30,-0.011456472279947616,1.1158719485001318
230,2005-12-15,833.46,837.48,826.6,827.54,6089473,2877301198,0.0,,0.0,1.1158719485001318
231,2005-12-16,827.16,834.66,824.52,834.54,5199475,2459177637,0.0,,0.0,1.1158719485001318
232,2005-12-19,834.96,836.47,831.98,834.71,4859569,2214327148,1.0,2005-12-19,-0.0013493954982047862,1.1143661959162527
233,2005-12-20,834.88,836.28,829.36,836.12,4454203,2031096992,1.0,2005-12-19,0.0016908976897305195,1.1162504751424414
234,2005-12-21,836.63,838.14,829.19,830.77,5205743,2292433378,1.0,2005-12-19,-0.006404987296995124,1.1091009050288891
235,2005-12-22,830.45,835.56,828.32,835.5,5080676,2362375114,1.0,2005-12-19,0.0056992305863843296,1.1154219268302163
236,2005-12-23,835.76,845.63,835.54,845.59,6446100,3001294031,1.0,2005-12-19,0.012088659253501666,1.128905882427551
237,2005-12-26,846.93,855.13,846.8,853.17,7860416,3672350801,1.0,2005-12-19,0.008972998953010514,1.139035553728621
238,2005-12-27,854.75,855.97,849.48,854.53,6528869,3109676602,1.0,2005-12-19,0.0015956137698800443,1.1408530145425333
239,2005-12-28,854.64,857.26,852.22,857.21,5615717,2732415116,1.0,2005-12-19,0.0031392886308319046,1.144434481440537
240,2005-12-29,858.41,866.78,858.41,866.75,8617096,4216989537,1.0,2005-12-19,0.011139958878422673,1.1571834345028336
241,2005-12-30,868.44,869.26,857.71,860.13,7552316,3926993057,1.0,2005-12-19,-0.007645078145426587,1.1483366767174663
242,2006-01-04,860.04,871.96,859.31,871.73,8039010,4000198215,1.0,2005-12-19,0.013499413510319913,1.163838548365542
243,2006-01-05,872.09,882.81,871.6,882.73,10885812,5213044132,1.0,2005-12-19,0.012630661461940473,1.1785385990663033
244,2006-01-06,884.92,896.06,879.18,891.94,13370232,6451093877,1.0,2005-12-19,0.010443401303126265,1.190846550607577
245,2006-01-09,893.52,905.43,892.21,905.07,12361296,6030602226,1.0,2005-12-19,0.014734488717101701,1.2083930656713038
246,2006-01-10,907.63,911.29,898.73,911.19,11200080,5314702723,1.0,2005-12-19,0.006768140181325988,1.2165716393339094
247,2006-01-11,910.76,915.02,901.4,906.5,12953142,6188643247,1.0,2005-12-19,-0.0051518273719894925,1.2103040722624028
248,2006-01-12,906.94,927.42,905.43,927.42,14024615,6571664360,1.0,2005-12-19,0.023099008205514693,1.2382608959587598
249,2006-01-13,930.3,935.53,924.55,932.5,14459389,6715980154,1.0,2005-12-19,0.005482488148835785,1.2450496466460204
250,2006-01-16,933.22,935.53,919.92,920.33,12592136,6025374116,1.0,2005-12-19,-0.013062612877997037,1.2287860450979964
251,2006-01-17,918.52,922.68,914.38,919.28,8918319,4382590624,1.0,2005-12-19,-0.001141929193774538,1.2273828584401962
252,2006-01-18,920.06,939.21,919.63,939.14,11474787,5567521521,1.0,2005-12-19,0.02162346750534727,1.253923131796298
253,2006-01-19,941.17,950.04,935.76,949.91,13989235,6660488215,1.0,2005-12-19,0.01147812464682163,1.2683158178005889
254,2006-01-20,950.63,954.65,943.12,952.77,14779172,7271723190,1.0,2005-12-19,0.0030134554253415935,1.2721378309827867
255,2006-01-23,955.09,962.08,946.6,961.07,14125714,6867931556,1.0,2005-12-19,0.008719068144745101,1.2832296874206337
256,2006-01-24,961.65,969.42,956.98,960.35,14103819,7093103730,1.0,2005-12-19,-0.0007498152093965427,1.2822675022838566
